Week,Posts,PostsInWeek
10,wow. just wow.  WhereIsRey wow. just wow.  WhereIsRey ,1474
10,Yesterday I went on an adventure and came home with a Rey poster and Funko Pop figure. So if you're asking  WhereIsRey  she's chillin w/ me.Yesterday I went on an adventure and came home with a Rey poster and Funko Pop figure. So if you're asking  WhereIsRey  she's chillin w/ me.,1474
10," Disney  displays mind boggling sexism, not including Rey, the film's lead character in  StarWars  Disney  displays mind boggling sexism, not including Rey, the film's lead character in  StarWars toy range http://thebea.st/1PrmsuX   WhereIsRey ",1474
10, StarWars  Merch’s Sexism Problem: http://thebea.st/1QHn9DI  via thedailybeast  WhereIsRey ,1474
10,"Rey is the new pilot of the millennium falcon, but the soccer ball gets more love. Come on  StarWars Rey is the new pilot of the millennium falcon, but the soccer ball gets more love. Come on  StarWars  WhereIsRey ",1474
10,"What it comes down to:  StarWars  isn't a boy story or a girl story. It's a human story (er, aliens/droids too). It's why  WhereIsRey  matters.",1474
10,"Gender parity in nerd stuff: https://www.washingtonpost.com/news/comic riffs/wp/2015/07/07/comic con 2015 and gender parity heres why the geek stereotype is nearly dead/ … M/F = even. Chew on that,  Disney ,  Target ,  StarWars , Marvel,  Hasbro News  WhereIsRey ",1474
10,.  Disney /Marvel/ StarWars  *could* bring balance to the Force    balance in stoking the imaginations of all kids. *Could.*  WhereIsRey ,1474
10,sexisme et jouets....  StarWars 7 RT lesmartiennes: objetsdérivés  Disney  oùestRey  WhereIsRey  http://www.thedailybeast.com/articles/2015/12/22/ StarWars  merch s sexism problem  WhereIsRey  highlights dearth in female  toy .html?source=TDB&via=FB_Page … ,1474
10,So where can I go to get a Rey action figure?  WhereIsRey  TheForceAwakensSo where can I go to get a Rey action figure?  WhereIsRey  TheForceAwakens,1474
10,"Seriously, though,  Disney ,  WhereIsRey ? Am I gonna have to call JJAbramsabout this?",1474
10, WhereIsRey  http://fb.me/5lKXr0VA3  WhereIsRey  http://fb.me/5lKXr0VA3 ,1474
10,This One's for the Boys: why boys need Rey (on screen and in action figure) way than  girl  do http://bit.ly/1O8us4W   WhereIsRey This One's for the Boys: why boys need Rey (on screen and in action figure) way than  girl  do http://bit.ly/1O8us4W   WhereIsRey ,1474
10, WhereIsRey  !! WhereIsRey  !!,1474
10,"This is what my friend's, SGRaider74 sister made and it's freaking awesome!  Disney   StarWars  WhereIsRey ",1474
10,Quick recap of  Disney 's merch: Guardians set: no Gamora Avengers set: no Black Widow  StarWars  set: no Rey Marvel  StarWars   WhereIsRey ,1474
10,objetsdérivés  Disney  oùestRey  WhereIsRey  http://www.thedailybeast.com/articles/2015/12/22/ StarWars  merch s sexism problem  WhereIsRey  highlights dearth in female  toy .html?source=TDB&via=FB_Page …objetsdérivés  Disney  oùestRey  WhereIsRey  http://www.thedailybeast.com/articles/2015/12/22/ StarWars  merch s sexism problem  WhereIsRey  highlights dearth in female  toy .html?source=TDB&via=FB_Page … ,1474
10,"Hasta ahora, el único juguetito que he visto de Rey... y no se le ve la cara  StarWars Hasta ahora, el único juguetito que he visto de Rey... y no se le ve la cara  StarWars TheForceAwakens WhereIsRey ",1474
10,Representation Matters. Rey  WhereIsRey   StarWars TheForceAwakensRepresentation Matters. Rey  WhereIsRey   StarWars TheForceAwakens,1474
10,Ernsthaft  Disney ? Bei all dem merchandiseterror fehlt die Heldin?  WhereIsRey Ernsthaft  Disney ? Bei all dem merchandiseterror fehlt die Heldin?  WhereIsRey ,1474
10,"Hey,  Disney .  WhereIsRey ? The Falcon model has Fin flying and he's not even a pilot.",1474
10,That was the BEST  StarWars  hands down. Rey is the perfect hero. So WHY ARE THERE NO REY  toy ?  WhereIsRey ,1474
10,So if there are Rey  toy  but they are out of stock because of high demand maybe they should have made more? Yup.  WhereIsRey So if there are Rey  toy  but they are out of stock because of high demand maybe they should have made more? Yup.  WhereIsRey ,1474
10,Lo peor es que es cierto:  StarWars  Merch’s Sexism Problem:  WhereIsRey  Highlights Dearth in female  toy  http://thebea.st/1QHnbeA Lo peor es que es cierto:  StarWars  Merch’s Sexism Problem:  WhereIsRey  Highlights Dearth in female  toy  http://thebea.st/1QHnbeA  ,1474
10,Rey with Lightsaber Elite Series  Disney Store Sold Out :(  WhereIsRey  http://www. Disney store.com//mp/1390994/1000255/ …,1474
10,Hey  Target   Disney   Hasbro  my  girl  want to know  WhereIsRey   girl love StarWars too,1474
10,This is a perfectly missed opportunity to represent poly relationships to the masses  WhereIsRey  finnandpoetooThis is a perfectly missed opportunity to represent poly relationships to the masses  WhereIsRey  finnandpoetoo,1474
10,Ran head first into the  WhereIsRey  predicament tonight when trying to buy stuff for Kaylie to fuel her fandom with Snyanide at  toy RUs,1474
10, Disney  you're depressing. After the lack of Blackwidow it's clear you've learned nothing about your consumers male or female  WhereIsRey  Disney  you're depressing. After the lack of Blackwidow it's clear you've learned nothing about your consumers male or female  WhereIsRey ,1474
10,what are  Hasbro  and  Disney  doing about  WhereIsRey what are  Hasbro  and  Disney  doing about  WhereIsRey ,1474
10,Desert hikes for days  WhereIsRey  jakku  StarWars Desert hikes for days  WhereIsRey  jakku  StarWars desert AbuDhabi… https://www.instagram.com/p/_7Q3rIqIhI3tckclODFBXxqz5fteyhXMnQDBg0/ …,1474
10,Good to see some great Rey  toy  at the  Disney  store: http://bit.ly/1mq40Jk   WhereIsRey Good to see some great Rey  toy  at the  Disney  store: http://bit.ly/1mq40Jk   WhereIsRey ,1474
10,aramblingfancy I'm still stuck on  WhereIsRey View conversation ,1474
10,"What is the point of making Rey the protagonist in TheForceAwakensWhat is the point of making Rey the protagonist in TheForceAwakens, but then excluding her from select merchandise?  WhereIsRey ",1474
10,"Apparently, LEGO has Rey. http://shop.lego.com/en US/Rey 75113   WhereIsRey Apparently, LEGO has Rey. http://shop.lego.com/en US/Rey 75113   WhereIsRey ",1474
10,Saw the film today and even more gobsmacked at there not being enough Rey.  WhereIsRey ,1474
10,I feel like this  WhereIsRey  movement haven't tried to collect  StarWars   toy  before. WheresHuxI feel like this  WhereIsRey  movement haven't tried to collect  StarWars   toy  before. WheresHux,1474
10,"I do not actually believe this excuse for the  WhereIsRey  debacle, I think it's a hasty excuse, but let us take it at face value. (3)I do not actually believe this excuse for the  WhereIsRey  debacle, I think it's a hasty excuse, but let us take it at face value. (3)View conversation ",1474
10,Celebrating with my family.  StarWars Celebrating with my family.  StarWars monopoly  StarWars monopoly  WhereIsRey  happynewyear https://www.instagram.com/p/_ 8sqxynHQ/ ,1474
10,"Not here either, but I can get an action figure.. Death Star?  WhereIsRey   Target aus",1474
10,"Maybe  Target aus will have more Rey merch? Judging by this display, probably not  WhereIsRey  but there is phasma",1474
10,.jessamy_sesame NO action figure at BigW_Australia or  Target aus of the female LEAD of a massively successful movie ?!? WTF  WhereIsRey View conversation ,1474
10,worldlystone seriously  WhereIsRey  learn how to internet.View conversation ,1474
10,I'm putting a link to  toy rus for stupid people. You can order stuff online.  WhereIsRey  http://t. toy rus.com/?&categoryId=2255956&camp=ppc:Brand:800587205&gsidynamic=googleadwords_trus _ TRU_Brand_Core%20Brand 2_Exact _ TRU_Brand_Core%20Brand 2_Exact _  toy %20r%20us _ 91800082366&siclientid=10920&sessguid=cb7d48cc 4a87 4eb4 81f3 6de9728aaaac&userguid=cb7d48cc 4a87 4eb4 81f3 6de9728aaaac&permguid=cb7d48cc 4a87 4eb4 81f3 6de9728aaaac&gclid=CKX78bOsh8oCFdgOgQodHx4BMQ …I'm putting a link to  toy rus for stupid people. You can order stuff online.  WhereIsRey  http://t. toy rus.com/?&categoryId=2255956&camp=ppc:Brand:800587205&gsidynamic=googleadwords_trus _ TRU_Brand_Core%20Brand 2_Exact _ TRU_Brand_Core%20Brand 2_Exact _  toy %20r%20us _ 91800082366&siclientid=10920&sessguid=cb7d48cc 4a87 4eb4 81f3 6de9728aaaac&userguid=cb7d48cc 4a87 4eb4 81f3 6de9728aaaac&permguid=cb7d48cc 4a87 4eb4 81f3 6de9728aaaac&gclid=CKX78bOsh8oCFdgOgQodHx4BMQ …,1474
10,shops sell out of Rey from new  StarWars . Feminist cry  WhereIsRey  They sold out you autistic harpies. She's popular. Mission accomplishedshops sell out of Rey from new  StarWars . Feminist cry  WhereIsRey  They sold out you autistic harpies. She's popular. Mission accomplished,1474
10,  StarWars   Merch’s Sexism Problem:  WhereIsRey   Highlights Dearth in Female toy http://www.thedailybeast.com/articles/2015/12/22/  StarWars  -merch-s-sexism-problem- WhereIsRey  -highlights-dearth-in-female-toy.html …  StarWars   Merch’s Sexism Problem:  WhereIsRey   Highlights Dearth in Female toy http://www.thedailybeast.com/articles/2015/12/22/  StarWars  -merch-s-sexism-problem- WhereIsRey  -highlights-dearth-in-female-toy.html … ,1474
10,My Kylo Ren action figure is lonely.  WhereIsRey  My Kylo Ren action figure is lonely.  WhereIsRey  ,1474
10,"FYI people who don't collect toy, they're released in a way that doesn't spoil the plot for fans: think Luke with/out hand  WhereIsRey  FYI people who don't collect toy, they're released in a way that doesn't spoil the plot for fans: think Luke with/out hand  WhereIsRey  ",1474
10,And here she is again!  WhereIsRey  And here she is again!  WhereIsRey  ,1474
10,"*MINOR   StarWars   SPOILER*: She's the main character and can use the Force. Why isn't she in this??  WhereIsRey  Funny how the ""  StarWars  ' action figure pack is missing the main (female) character: http://cosm.ag/6018BVHbg ",1474
10,Avengers set - no Black Widow Guardians set - no Gamora   StarWars   - no Rey. She's THE MAIN CHARACTER.  WhereIsRey  ,1474
10,"Oh  Disney  and HasbroNews,  WhereIsRey  ? untappedmarket http://www.dailydot.com/geek/  StarWars  -force-awakens- WhereIsRey  -action-figure-set/ …  StarWars sexism protagonists disappointment ",1474
10,"If you have ??s for Hasbro about why they're erasing women from our kids' imaginations, the phone number is +1 (800) 255-5516  WhereIsRey  ",1474
10,Someone at Hasbro seems to have a problem with women. boycott  WhereIsRey   http://www.themarysue.com/hasbro- WhereIsRey  -figures/ …,1474
10,Female heroine of  StarWars  left out of merchandise  WhereIsRey   spoilers http://www.thedailybeast.com/articles/2015/12/22/  StarWars  -merch-s-sexism-problem- WhereIsRey  -highlights-dearth-in-female-toy.html?via=desktop&source=facebook …Female heroine of  StarWars  left out of merchandise  WhereIsRey   spoilers http://www.thedailybeast.com/articles/2015/12/22/  StarWars  -merch-s-sexism-problem- WhereIsRey  -highlights-dearth-in-female-toy.html?via=desktop&source=facebook …,1474
10," WhereIsRey   and you know, everyone else... WhereIsRey   and you know, everyone else...",1474
10,  StarWars  ' fans are asking  WhereIsRey   after action-figure set excludes her http://bit.ly/1iZ6PPC  via dailydot,1474
10,Heroines deserve their own action figures too.  WhereIsRey ? StarWarVII  Disney  http://fb.me/3rrr2PNDy Heroines deserve their own action figures too.  WhereIsRey ? StarWarVII  Disney  http://fb.me/3rrr2PNDy ,1474
10,Just tried to buy   StarWars   toy for my daughter.  Disney  and Lucas: WTF there are literally no toy for the main character.  WhereIsRey  Just tried to buy   StarWars   toy for my daughter.  Disney  and Lucas: WTF there are literally no toy for the main character.  WhereIsRey  ,1474
10,"Holy fuck, HasbroNews, are you learning impaired? Or simply don't care?  WhereIsRey  ",1474
10,"I love the ""we didn't want to spoil surprises"" excuse. Yeah, right.  WhereIsRey   http://thebea.st/1QHn9DI  via thedailybeast ",1474
10,If I were one of those HasbroNews/Hasbro designers I’d be PISSED about the Target line.  WhereIsRey  View conversation ,1474
10,Now that I’ve seen  StarWars TheForceAwakens I’m even more appalled at Hasbro’s exclusion of Rey in their figure set for Target.  WhereIsRey  ,1474
10,AFTER Christmas? Seriously?  WhereIsRey  LT: What does this even mean? They couldn't have her toy before the movie came out why again?  WhereIsRey  ,1474
10,"So many people would buy Rey merch. In the limited places where it is being sold, it's sold out. Don't tell me there's no demand  WhereIsRey  So many people would buy Rey merch. In the limited places where it is being sold, it's sold out. Don't tell me there's no demand  WhereIsRey  ",1474
10, WhereIsRey  ? Not even being the LEAD is enough to make it as an action figure for female characters. For shame. http://thebea.st/1QHnbeA  WhereIsRey  ? Not even being the LEAD is enough to make it as an action figure for female characters. For shame. http://thebea.st/1QHnbeA ,1474
10,"So do we induct her into the Princess Court, or what?  Disney  marketing execs panicked about the  WhereIsRey   backlash.""So do we induct her into the Princess Court, or what?""  Disney  marketing execs panicked about the  WhereIsRey   backlash.",1474
10,"After seeing the  WhereIsRey   tag, I find this at Fred Meyers. spoiler finnisntapilotAfter seeing the  WhereIsRey   tag, I find this at Fred Meyers. spoiler finnisntapilot",1474
10,"I find the lack of Rey action figures/merch disturbing. She is literally the main character, wtf  Disney ?  StarWars I find the lack of Rey action figures/merch disturbing. She is literally the main character, wtf  Disney ?  StarWars  WhereIsRey  ",1474
10,kejames Hasbro Target I've gone out of my way to buy every Rey figurine I can. Money can show them we want women too.  WhereIsRey  View conversation ,1474
10,ajimdandy http://www.thedailybeast.com/articles/2015/12/22/  StarWars  -merch-s-sexism-problem- WhereIsRey  -highlights-dearth-in-female-toy.html …  WhereIsRey  ,1474
10," StarWars  loved TheForceAwakens- but as a dad with 2 daughters and a son,  WhereIsRey   ? BIG fail for retailers and your product specialists",1474
10,"To  WhereIsRey   : if you want change, STOP purchasing the toy. I know it's our beloved  StarWars  but, you're supporting it with your $",1474
10,What. the. HELL. *burns with fury*  StarWars What. the. HELL. *burns with fury*  StarWars  WhereIsRey ? Hasbro http://fb.me/FJ0GnxRM ,1474
10,"From WhosRey to  WhereIsRey  . Forget the search for Luke. The hunt for Rey is on.Rey's out there, but toymakers need to include her in the packs. You've got to let the girl play, boys.  WhereIsRey  ",1474
10, WhereIsRey   Because it's FUCKING RIDICULOUS to have such a wonderful female character get YET AGAIN IGNORED BY toy MANUFACTURING. WhereIsRey   Because it's FUCKING RIDICULOUS to have such a wonderful female character get YET AGAIN IGNORED BY toy MANUFACTURING.,1474
10,"If I piloted the Millennium Falcon and fought with Luke's lightsaber, I'd also want my own action figure. Short a toy Hasbro.  WhereIsRey  If I piloted the Millennium Falcon and fought with Luke's lightsaber, I'd also want my own action figure. Short a toy Hasbro.  WhereIsRey  ",1474
10,"if you put a girl in a boy’s toy, boys will not buy it Seriously, it's 2015.  WhereIsRey   ForceAwakens http://www.thedailybeast.com/articles/2015/12/22/  StarWars  -merch-s-sexism-problem- WhereIsRey  -highlights-dearth-in-female-toy.html?source=TDB&via=FB_Page …""if you put a girl in a boy’s toy, boys will not buy it"" Seriously, it's 2015.  WhereIsRey   ForceAwakens http://www.thedailybeast.com/articles/2015/12/22/  StarWars  -merch-s-sexism-problem- WhereIsRey  -highlights-dearth-in-female-toy.html?source=TDB&via=FB_Page …",1474
10, WhereIsRey   bums me the hell out. What little merch she DOES have is always sold out so the demand is there. WhereIsRey   bums me the hell out. What little merch she DOES have is always sold out so the demand is there.,1474
10,"Don't be put off by the headline.  StarWars  WhereIsRey  ""Rey is not a role model for little  girl ."" http://mikeadamick.com/2015/12/rey-is-not-a-role-model-for-little- girl -major-spoilers-ahead/ …",1474
10,"Princess Leia, Hoth Leia, Bounty Hunter Leia, Jabba's Palace Leia… and those are just the ones I remember having as a boy.  WhereIsRey  Princess Leia, Hoth Leia, Bounty Hunter Leia, Jabba's Palace Leia… and those are just the ones I remember having as a boy.  WhereIsRey  ",1474
10," WhereIsRey  ? With Black Widow and Gamora, of course. (Though not in the box sets, sadly) WhereIsRey  ? With Black Widow and Gamora, of course. (Though not in the box sets, sadly)",1474
10,"I've even seen an action figure for Constable Zuvio, a character I don't recall seeing in the movie.  WhereIsRey  I've even seen an action figure for Constable Zuvio, a character I don't recall seeing in the movie.  WhereIsRey  ",1474
10,Show   StarWars   Merchs Sexism Drawback:  WhereIsRey   Highlights Dearth in Female toy -… http://www.lasvegasnvblog.com/2015/12/show-  StarWars  -merchs-sexism-drawback- WhereIsRey  -highlights-dearth-in-female-toy/ …Show   StarWars   Merchs Sexism Drawback:  WhereIsRey   Highlights Dearth in Female toy -… http://www.lasvegasnvblog.com/2015/12/show-  StarWars  -merchs-sexism-drawback- WhereIsRey  -highlights-dearth-in-female-toy/ …,1474
10,That's like the original trilogy toy WITHOUT LUKE. HasBRO huh?  WhereIsRey    Disney  sexism  StarWars That's like the original trilogy toy WITHOUT LUKE. HasBRO huh?  WhereIsRey    Disney  sexism  StarWars hasbro,1474
10,The only female figure I remembering identifying with as a kid was Belle from Beauty and the Beast.  WhereIsRey    StarWars The only female figure I remembering identifying with as a kid was Belle from Beauty and the Beast.  WhereIsRey    StarWars ,1474
10,"I get the outcry over  WhereIsRey   but at least this gen is ladies be action heroes in franchises like  StarWars I get the outcry over  WhereIsRey   but at least this gen is ladies be action heroes in franchises like  StarWars , HungerGames etc. (contd)",1474
10,IAmSteveHarvey HasbroNews lol at you idiots teaming up together.  WhereIsRey  View conversation ,1474
10, StarWars  HasbroNews  WhereIsRey  View conversation ,1474
10,HasbroNews I'm surprised you let the women in the photo.  WhereIsRey  View conversation ,1474
10, WhereIsRey   Stop getting mad over children's toy you faggots WhereIsRey   Stop getting mad over children's toy you faggots,1474
10,"Well this is infuriating, co's like goldieblox are even more impt:   StarWars   Merch’s Sexism Problem: http://thebea.st/1QHn9DI   WhereIsRey   ",1474
10,Where are all the Rey action figures? TheForceAwakensWhere are all the Rey action figures? TheForceAwakens WhereIsRey  nothingchanges,1474
10," WhereIsRey   (a MAIN character) in HasbroNews's action figure set? If I know anything, it's that boys LOVE playing with  girl  like toy",1474
10,Seriously. I've got a 9yo girl who's super pissed she can't have a Rey to kick Kylo Ren's butt.  WhereIsRey  Avengers set - no Black Widow Guardians set - no Gamora   StarWars   - no Rey. She's THE MAIN CHARACTER.  WhereIsRey  ,1474
10,Sunday I went to the 3 Targets trying to find a Rey ForceAwakens action figure. None. I was legit mad about  WhereIsRey   before the tweets...Sunday I went to the 3 Targets trying to find a Rey ForceAwakens action figure. None. I was legit mad about  WhereIsRey   before the tweets...,1474
10,  StarWars   Merch’s Sexism Problem:  WhereIsRey   Highlights Dearth in Female toy http://thebea.st/1QHnbeA  via thedailybeast ,1474
10,"Why can I EASILY find figures of the other Force Awakens character for under $10, but not of Rey?  WhereIsRey  Why can I EASILY find figures of the other Force Awakens character for under $10, but not of Rey?  WhereIsRey  ",1474
10,Just entered a  Disney  Store...  WhereIsRey   ?  StarWars Just entered a  Disney  Store...  WhereIsRey   ?  StarWars ,1474
10,"RT JamieFord Avengers set, no Black Widow Guardians, no Gamora   StarWars  , no Rey THE MAIN CHARACTER.  WhereIsRey  ",1474
10,.jmavmad Just saw it! It's not hard to include women AND there's money to be made. I just don't get it.  WhereIsRey  View conversation ,1474
10," WhereIsRey   I want a general leia....packaged with chewie, kylo ren and han solo.....because reasons WhereIsRey   I want a general leia....packaged with chewie, kylo ren and han solo.....because reasons",1474
10,  StarWars   Merch’s Sexism Problem:  WhereIsRey   Highlights Dearth in Female toy http://thebea.st/1QHnbeA  via thedailybeast ,1474
10,The Exorcist Merch?s Sexism Problem:  WhereIsRey   Highlights Dearth in Female toy – Daily Animal http://news.list-online.com/  StarWars  -merchs-sexism-problem- WhereIsRey  -highlights-dearth-in-female-toy-daily-beast/ …The Exorcist Merch?s Sexism Problem:  WhereIsRey   Highlights Dearth in Female toy – Daily Animal http://news.list-online.com/  StarWars  -merchs-sexism-problem- WhereIsRey  -highlights-dearth-in-female-toy-daily-beast/ …,1474
10,Hey  Disney  my 6 year old daughter wants a Barbie sized rey doll how about you look into that.  WhereIsRey   TheForceAwakens,1474
10,BB8BB8  R2D2  Lightsaber  KyloRen  PoeAwakens  Chewbacca  MillenniumFalcon  Stormtrooper  C3PO   Leia  But…  WhereIsRey  ?,1474
10, Disney  owned properties have a problem.  WhereIsRey   wheresNatasha wheresDaisy Disney  owned properties have a problem.  WhereIsRey   wheresNatasha wheresDaisy,1474
10,Maybe check the girl's aisle for tea sets or Malibu Rey. Maybe ask this guy.  WhereIsRey  Maybe check the girl's aisle for tea sets or Malibu Rey. Maybe ask this guy.  WhereIsRey  ,1474
10, StarWars  StarWars JJAbramswhy u do this  WhereIsRey  ,1474
10,"BellJarred EmerTheScreamer  Disney  I cannot believe thi ... Oh wait, no, yes I can.  WhereIsRey   wheresnatashaView conversation ",1474
10, WhereIsRey   TheForceAwakens WhereIsRey   TheForceAwakensmerchandising http://www.thedailybeast.com/articles/2015/12/22/  StarWars  -merch-s-sexism-problem- WhereIsRey  -highlights-dearth-in-female-toy.html?source=TDB&via=FB_Page … ,1474
10,  StarWars   Merch’s Sexism Problem:  WhereIsRey   Highlights Dearth in Female toy http://thebea.st/1QHnbeA  thedailybeast TheForceAwakens ,1474
10,".HerUniverse how do we get more Rey toy produced by  Disney ?  WhereIsRey   amazon only has 5, most sold out.",1474
10,"WomenNMedia I was just about to send you that link. It has General Leia, too!! WeWantLeia  WhereIsRey  View conversation ",1474
10,"Boardroom convo: ""Come on now, let's not make this POLITICAL. Let's just pretend she doesn't exist.""  WhereIsRey  Boardroom convo: ""Come on now, let's not make this POLITICAL. Let's just pretend she doesn't exist.""  WhereIsRey  ",1474
10,"C'mon. Seriously,  Disney  Hasbro? Rey is, by any definition, the MAIN CHARACTER.  WhereIsRey   ForceAwakens PuttingTheBroInHasbro",1474
10," WhereIsRey   it's ok everybody, she seems to be turning up everywhere! https://www.instagram.com/p/_nGwIsooJi/  WhereIsRey   it's ok everybody, she seems to be turning up everywhere! https://www.instagram.com/p/_nGwIsooJi/ ",1474
10,"Female action heroes smash the box office but on the toy aisle, the male dominated empire strikes back  WhereIsRey  http://www.bbc.com/news/magazine-34968467 …Female action heroes smash the box office but on the toy aisle, the male dominated empire strikes back  WhereIsRey  http://www.bbc.com/news/magazine-34968467 …",1474
10,What. The. Actual. Fuck.  WhereIsRey  Avengers set - no Black Widow Guardians set - no Gamora   StarWars   - no Rey. She's THE MAIN CHARACTER.  WhereIsRey  ,1474
10,We don't need toy companies to teach  girl  that they're badass. We need toy companies to stop suggesting that they're not.  WhereIsRey  We don't need toy companies to teach  girl  that they're badass. We need toy companies to stop suggesting that they're not.  WhereIsRey  ,1474
10, Disney  Hasbro Target BTW. If Han Solo offers you a job you've pretty much passed the cool test with every boy in the Galaxy.  WhereIsRey  ,1474
10, Disney  Hasbro Target I was excited to buy my daughter some Rey toy for Christmas. I thought you guys liked money?  WhereIsRey  ,1474
10,"Agora tem a Rey, pelo menos no encarte das Americanas.  WhereIsRey   TheForceAwakensAgora tem a Rey, pelo menos no encarte das Americanas.  WhereIsRey   TheForceAwakens",1474
10," WhereIsRey  , americanascom?",1474
10, WhereIsRey  :   StarWars   Merch’s Sexism Problem: http://thebea.st/1QHn9DI  via thedailybeast,1474
10,  StarWars   Merch’s Sexism Problem:  WhereIsRey   Highlights Dearth in Female toy http://thebea.st/1QHnbeA  <~first world feminism  StarWars   Merch’s Sexism Problem:  WhereIsRey   Highlights Dearth in Female toy http://thebea.st/1QHnbeA  <~first world feminism ,1474
10,As I was saying a few days ago.  WhereIsRey    StarWars TheForceAwakens http://www.thedailybeast.com/articles/2015/12/22/  StarWars  -merch-s-sexism-problem- WhereIsRey  -highlights-dearth-in-female-toy.html?source=TDB&via=FB_Page …As I was saying a few days ago.  WhereIsRey    StarWars TheForceAwakens http://www.thedailybeast.com/articles/2015/12/22/  StarWars  -merch-s-sexism-problem- WhereIsRey  -highlights-dearth-in-female-toy.html?source=TDB&via=FB_Page …,1474
10, WhereIsRey  ? She's literally the TheForceAwakens WhereIsRey  ? She's literally the TheForceAwakens ,1474
10,Hey HasbroNews and  Disney   WhereIsRey  CC: Target  StarWars TheForceAwakens,1474
10,Agreed!  WhereIsRey  ,1474
10,I agree. I bought large figures for my kids. They had a storm trooper and Vader but no Rey???  WhereIsRey  The lack of Rey toy is depressing. Any kid would be disappointed to get a TIE pilot instead of her.  WhereIsRey  ,1474
10,"EW EVEN WORSE. Hasbro actually DID make a Rey toy, but it's separate, reinforcing the segregation of ""girl stuff"" vs ""boy stuff""  WhereIsRey  ",1474
10,Why the fuck did Hasbro NOT INCLUDE THE LEAD CHARACTER in their  StarWars toy?  WhereIsRey   misogyny morallywrong WHATISWRONGWITHYOU,1474
10, WhereIsRey   surprised to see the only thing with Rey in the   StarWars   section at target was a fucking set of trading cards . WhereIsRey   surprised to see the only thing with Rey in the   StarWars   section at target was a fucking set of trading cards .,1474
10,"heyjenbartel Was big  WhereIsRey   kerfuffle when toy released- she's in fewer sets(?!), some stores weren't stocking her(?!), but she existsView conversation ",1474
10,2015 and we still can't have a female superhero given to us  WhereIsRey  2015 and we still can't have a female superhero given to us  WhereIsRey  ,1474
10,"Yeah! All my kids are bummed. They want Rey, Finn, & Poe!  WhereIsRey  ",1474
10,"10) Farther than that, boys *want* Rey -- more money  Disney 's leaving on the table  WhereIsRey  10) Farther than that, boys *want* Rey -- more money  Disney 's leaving on the table  WhereIsRey  ",1474
10,"9) Boys need Rey, too! Boys. Need. Rey. Too.  WhereIsRey  9) Boys need Rey, too! Boys. Need. Rey. Too.  WhereIsRey  ",1474
10,REY IS THE MAIN CHARACTER. WHERE IS SHE?! feminism  WhereIsRey  REY IS THE MAIN CHARACTER. WHERE IS SHE?! feminism  WhereIsRey  ,1474
10,Do SJWs realize there is going to be another round of merch?  WhereIsRey  Do SJWs realize there is going to be another round of merch?  WhereIsRey  ,1474
10,thedailybeast I work in retail. Rey's merchandise was held off due the release of the movie. It came with a specific streetdate.  WhereIsRey  View conversation ,1474
10,"Amigos, la encontré. ¡LEGO salvó la navidad!  WhereIsRey .Amigos, la encontré. ¡LEGO salvó la navidad!  WhereIsRey .",1474
10,  StarWars  ' fans are asking  WhereIsRey   after action-figure set excludes her http://fb.me/7VI8S5U0O '  StarWars  ' fans are asking  WhereIsRey   after action-figure set excludes her http://fb.me/7VI8S5U0O ,1474
10, WhereIsRey    Disney  Hasbro StarWars  srsly you have some major sexism issues  girl love StarWars  WhereIsRey    Disney  Hasbro StarWars  srsly you have some major sexism issues  girl love StarWars ,1474
10,"DCMoviesSK fans, this is exactly what I was talking about! WhereIsRey  , action-figure set excludes her http://bit.ly/1iZ6PPC ",1474
10,This mother took her daughter 2  StarWars TheForceAwakens & loved it. Wake up  Disney Studios Target Hasbro & tell us  WhereIsRey  . Shameful!,1474
10,This is like the original trilogy toy without LUKE. bad_robot tell us you're not cool w/this  WhereIsRey   JJAbrams,1474
10, WhereIsRey   - would they have released Hunger Games action figures without Katniss? And Rey is actually a LOT more important to SW:TFA. WhereIsRey   - would they have released Hunger Games action figures without Katniss? And Rey is actually a LOT more important to SW:TFA.,1474
10,"I love it when a dude's all ""Why you gotta whine  WhereIsRey   they made a few!!"" Clearly, he's not shopped for one agoodReyishardtofind.I love it when a dude's all ""Why you gotta whine  WhereIsRey   they made a few!!"" Clearly, he's not shopped for one agoodReyishardtofind.",1474
10,"Aw, shit, bro. While we're at it, does anybody know WheresScarletWitch? How could I forget her? Oh, right, toymakers did!  WhereIsRey  Aw, shit, bro. While we're at it, does anybody know WheresScarletWitch? How could I forget her? Oh, right, toymakers did!  WhereIsRey  ",1474
10,TAKE MY MONEY NOW - is what I will say when that happens.  WhereIsRey  ,1474
10,"Well, here's something pathetic: My daughter's not even asking  WhereIsRey   because she knows. She just knows.Well, here's something pathetic: My daughter's not even asking  WhereIsRey   because she knows. She just knows.",1474
10,And then a few months later we went looking for Gamora? http://nowletmetellyousomething.blogspot.com/2014/07/guardians-of-galaxy-1.html …  WhereIsRey  And then a few months later we went looking for Gamora? http://nowletmetellyousomething.blogspot.com/2014/07/guardians-of-galaxy-1.html …  WhereIsRey  ,1474
10,Patriarchy is a helluva drug.  WhereIsRey  Patriarchy is a helluva drug.  WhereIsRey  ,1474
10,"While I loved my LootCrate today, a Rey toy would have put it over the top! / WhereIsRey   http://ow.ly/3yCuv3  ",1474
